concentration,BGE,r
1.0e-5,0.44680532364013026,0.23418840680578992
1.0e-5,0.0,0.07593268049733531
1.0e-5,0.0,0.02121925693604351
1.0e-5,0.4436702301708005,0.07828413883070684
1.0e-5,0.45501991251264506,0.060337003853490306
1.0e-5,0.4195087068037312,0.24293829527956615
1.0e-5,0.0,0.03747623745371225
1.0e-5,0.45263383739139895,0.24661096335330168
1.0e-5,0.0,0.0022875483548017396
1.0e-5,0.0,0.0023284699666497057
1.0e-5,0.4326406894987967,0.18070452582394703
1.0e-5,0.45323749179353645,0.41753953087131235
0.001,0.4186748521717193,0.7720924672409039
0.001,0.34725443473149387,0.1500657459459711
0.001,0.4296723293051726,0.7722367248151224
0.001,0.42630840476584714,0.7596052627146168
0.001,0.4214993397815765,0.6090871087761235
0.001,0.4295454907342409,0.4890158573841728
0.001,0.3985830957268166,0.20720452168271083
0.001,0.3769119798037452,0.3804618681193294
0.001,0.42224946412733655,0.53351513470644
0.001,0.29831454248181233,0.23105397729156268
0.001,0.2766617931820493,0.21539196244845593
0.001,0.30587281032735225,0.1781786103037156
0.001,0.41410558803944936,0.4929716292405724
0.001,0.4133343476683016,0.4877295698208844
0.001,0.4280753429172055,0.6624297813795038
0.001,0.427269690593593,0.7431913309682243
0.001,0.42961984920238083,0.758120500012936
0.001,0.4251569444924297,0.570020088348142
0.001,0.429975996708468,0.3906205900712
0.001,0.4221106986993901,0.12402057326075286
0.001,0.42966783544156084,0.7985971651229193
0.001,0.4159745924859007,0.6670467337735708
0.001,0.4286736705698757,0.5215376680926945
0.001,0.06748316229071692,0.09265266613102847
0.001,0.06207842911973803,0.09121933359935157
0.001,0.4282034913381326,0.7259821952941697
0.001,0.4303852401387712,0.8592461284894102
0.001,0.4375443317559946,0.8266659869016486
0.001,0.32214209460085286,0.15383016048218617
0.001,0.4385710557361008,0.807459288684158
0.001,0.44007138941242346,0.8215325280230781
0.001,0.437060959396392,0.6542560542068139
0.001,0.43565259771894693,0.5147386750342141
0.001,0.40503771247901177,0.21240151676420785
0.001,0.37477550514195607,0.3876334663882975
0.001,0.42568602944008593,0.5461002845602906
0.001,0.327520650822408,0.23719955337143428
0.001,0.3513626197294809,0.2256084990022366
0.001,0.3076751101828477,0.18166726180480391
0.001,0.42437688115922134,0.5274283965899976
0.001,0.4243061545003345,0.5099506960171453
0.001,0.4398034608932921,0.7080083387380924
0.001,0.4387427809109331,0.7875875842790296
0.001,0.4357458997507171,0.7786636093465686
0.001,0.4354777538979228,0.6016731906137919
0.001,0.4382202276895255,0.3956733639256011
0.001,0.4362236462251241,0.13332454662101947
0.001,0.439788314408447,0.8255334131118992
0.001,0.42342214010265394,0.6952903790332444
0.001,0.4262616999831898,0.5270930093778478
0.001,0.09747865482354581,0.09398316121590145
0.001,0.08033869265021924,0.09330779836605528
0.001,0.43984456246253295,0.7794253871235036
0.001,0.43204516562984396,0.8636027347665088
0.001,0.4022607830793889,0.74480451569493
0.001,0.39626169272449946,0.14718883234628657
0.001,0.40497210431278563,0.7393488399244151
0.001,0.4053076105925689,0.7578628829349641
0.001,0.3989401293032836,0.582569002834982
0.001,0.40582364349906297,0.4777131715469533
0.001,0.3887984917286529,0.20211241107719743
0.001,0.34528041920875563,0.3656162343673103
0.001,0.3929616510376546,0.5118646342321133
0.001,0.30946344534878406,0.2245201163039687
0.001,0.2121126763277013,0.20665936965030376
0.001,0.3134515904831016,0.17298407256498213
0.001,0.3937651973839673,0.48181979093471655
0.001,0.39656178951958126,0.47198500498499324
0.001,0.4047518733237239,0.6467297430728723
0.001,0.4033450963415471,0.6878133824195372
0.001,0.40477332496991114,0.6996851172533548
0.001,0.403150129112248,0.5426748828517405
0.001,0.4022586339039894,0.32312948164062627
0.001,0.39506433830583376,0.11829063290778974
0.001,0.40390504489100687,0.7441535515678296
0.001,0.4011693179668741,0.6372494570879409
0.001,0.40444448315471215,0.49946477799708766
0.001,0.15078743567345118,0.08797899819857308
0.001,0.0827294099372218,0.08518020498792181
0.001,0.40395052759872585,0.6850024094741975
0.001,0.3983567783566251,0.7916482716295707
0.001,0.48350645872163034,0.8811858019155747
0.001,0.47510569015267357,0.1701381327127215
0.001,0.48376233530869617,0.8729382952170702
0.001,0.4848673653571942,0.9066608144524736
0.001,0.48365331669178563,0.7049102882045334
0.001,0.48458276570351555,0.6222334865284141
0.001,0.47456583179086753,0.22267846696799684
0.001,0.4727903106803204,0.4071871540834067
0.001,0.47575639757931487,0.577007973248941
0.001,0.47306150242822587,0.26067582956399626
0.001,0.4724035618600889,0.23842947575683132
0.001,0.47278744269585504,0.19888008072014488
0.001,0.47826599791761637,0.569697216203798
0.001,0.47777578349254746,0.5427004928998005
0.001,0.4837797883752444,0.7775046307865795
0.001,0.4848097107556867,0.9109130058043367
0.001,0.4860713848876071,0.9094163054795714
0.001,0.4824932416097907,0.6757771624556655
0.001,0.48399892454850024,0.48094654559288336
0.001,0.48042834083928504,0.1442812175328205
0.001,0.4849061159937402,0.9105776410555675
0.001,0.4832230640148685,0.7556555340041164
0.001,0.47904045754553853,0.5678705193964717
0.001,0.47022123851019526,0.10181096637150205
0.001,0.4697787742809322,0.10031279670969974
0.001,0.48585677893021617,0.9045796220954496
0.001,0.4790242996632091,0.9243590771719352
0.001,0.4382127344608824,0.8249838521877882
0.001,0.361227703784803,0.1559134957746795
0.001,0.44519366822839995,0.8215540732572111
0.001,0.44346573927896565,0.8346582176225253
0.001,0.43946830146216476,0.6579243594594947
0.001,0.44305657520410263,0.5338380073043105
0.001,0.4146040200447394,0.21416521789359882
0.001,0.37537138683604554,0.3889760361858177
0.001,0.43808060604279453,0.5551196204099017
0.001,0.37616620661401606,0.24621711510550576
0.001,0.34299349146239266,0.22294863241703855
0.001,0.3680707282440566,0.18664733610372847
0.001,0.44131757422563345,0.540812804729924
0.001,0.4369260114823653,0.5175384488381114
0.001,0.4442144302442557,0.7240936164470513
0.001,0.43372594014868115,0.7792517192558115
0.001,0.44107325318474794,0.7933015894048862
0.001,0.44423863335401603,0.6247064840784802
0.001,0.44003246020436654,0.40196282340652684
0.001,0.4347493425540679,0.13421409224817635
0.001,0.44671149696967594,0.8410888131775515
0.001,0.4367284888104166,0.7092314879757398
0.001,0.43852876938999,0.5360378957482311
0.001,0.11882147531603046,0.09564385588335732
0.001,0.0,0.002328462238517995
0.001,0.4470063804612049,0.8121196484635562
0.001,0.447036830247156,0.8828487260361545
0.001,0.0,0.04881854511494085
0.001,0.40529352314563805,0.16423812125794307
0.001,0.45261837751291933,0.8406629510857556
0.001,0.4539025797332944,0.8595171587160344
0.001,0.45337843354528273,0.6809264705018159
0.001,0.454982698041464,0.5782751668111542
0.001,0.42849326127195014,0.21760723255876627
0.001,0.398063286893191,0.39581994446862
0.001,0.44367648916768876,0.5620085159715325
0.001,0.0,0.00904253846069087
0.001,0.0,0.008876474219381966
0.001,0.396335479017197,0.19232045829487318
0.001,0.4490111285278893,0.5501080722166344
0.001,0.0,0.026093054057059223
0.001,0.45438602182459253,0.7454177428669778
0.001,0.45363034500224847,0.8539037303038193
0.001,0.0,0.04625526472082479
0.001,0.0,0.028729328687471117
0.001,0.4543270666128044,0.4376366736189051
0.001,0.44893421473371187,0.13856905994249885
0.001,0.45544569607026775,0.8639767012823042
0.001,0.0,0.0416481915067489
0.001,0.4509734890569983,0.5494542408514074
0.001,0.0,0.002287542148535231
0.001,0.0,0.002328462238517995
0.001,0.45331164139738134,0.8309376758215062
0.001,0.44948032461314164,0.8950944195784554
0.1,0.413926975367627,0.9006382788650642
0.1,0.34353414285644246,0.171164589819967
0.1,0.421421368585594,0.8956432727581738
0.1,0.42448743131806954,0.9306301089481128
0.1,0.4059406065232153,0.7212214913600135
0.1,0.4284747478755251,0.6437153331187694
0.1,0.378614778648272,0.22524963643710424
0.1,0.0,0.0
0.1,0.4017467419046,0.5858155100708943
0.1,0.0,0.0
0.1,0.0,0.0
0.1,0.0,0.0
0.1,0.4043168115288445,0.5796010691304989
0.1,0.404414121099298,0.5510604737455531
0.1,0.42420846675230484,0.7997539188135295
0.1,0.4265470809334375,0.9413775364483205
0.1,0.4274748241204138,0.9411382539512948
0.1,0.4155081591547626,0.6920943858980765
0.1,0.4251846913074808,0.5022445345066121
0.1,0.413281295017005,0.14673782502533136
0.1,0.4293572920635715,0.9431119862128556
0.1,0.4030865080298793,0.7714464281426885
0.1,0.3970465441017549,0.5801134054541626
0.1,0.06584056373924616,0.09967850438003956
0.1,0.05680338480410248,0.09837837719694584
0.1,0.4299890278581452,0.9398666183349759
0.1,0.40216853773819006,0.9426745128317758
0.1,0.4242990018835516,0.9029093776083025
0.1,0.3767988723512715,0.17196105447432547
0.1,0.4223017236698037,0.8971350548509135
0.1,0.43061594179757623,0.9311327684099758
0.1,0.42478659171333083,0.722673126769266
0.1,0.4385866521860232,0.6452592616650751
0.1,0.40448765361979777,0.22592030980317052
0.1,0.0,0.0
0.1,0.4030938203790772,0.5867617932220437
0.1,0.0,0.0
0.1,0.0,0.0
0.1,0.0,0.0
0.1,0.4122985922323663,0.580895403464414
0.1,0.41548305778153455,0.5523938415201503
0.1,0.43110200482148975,0.8007094227409758
0.1,0.43792145101341523,0.9421796401644206
0.1,0.4382456441600071,0.9424582692196314
0.1,0.4146084061206428,0.6932763510150615
0.1,0.43830519695351416,0.5045924078492824
0.1,0.4215700656078514,0.14719833383351624
0.1,0.43901332368679646,0.9448680289958142
0.1,0.42297100864880527,0.7734950786135708
0.1,0.40762599282870554,0.5811842294481322
0.1,0.44192019207212696,0.10206753273921064
0.1,0.44175082726097126,0.1006142970356465
0.1,0.44043292773175785,0.9419869545111766
0.1,0.4151767267522217,0.945308263082858
0.1,0.383446269462674,0.8976565293463281
0.1,0.3087506626310942,0.1698484014797708
0.1,0.38713234347183545,0.8923875721697633
0.1,0.3958310553124211,0.9267012508218734
0.1,0.3867701488352196,0.7192852625925894
0.1,0.4011380836895045,0.6399517138871558
0.1,0.34007283505003794,0.2241849739500471
0.1,0.0,0.0
0.1,0.38085120519085874,0.5838779889236216
0.1,0.0,0.0
0.1,0.0,0.0
0.1,0.0,0.0
0.1,0.37938166482906477,0.5777319516273876
0.1,0.3866956007690302,0.5493222661516166
0.1,0.3946639101260343,0.7969692971420924
0.1,0.4008412952013886,0.9363735050339842
0.1,0.4031343644595702,0.9377376872620776
0.1,0.3933004505397557,0.68955023247077
0.1,0.40245000963922056,0.49993825584400037
0.1,0.3717646953422097,0.14606393312486507
0.1,0.40474504054486915,0.940512072486269
0.1,0.38432339219017586,0.7695145318925125
0.1,0.38282734828688336,0.5783030634872507
0.1,0.4059515437970246,0.09798504252476328
0.1,0.40567995974283866,0.09638464145586856
0.1,0.4054511822811126,0.9361806823255082
0.1,0.38016257826740485,0.9405975945248317
0.1,0.4736677764738559,0.906301943257804
0.1,0.47278809753807105,0.17366958646203665
0.1,0.47389936120665854,0.901481110203855
0.1,0.47456900214552167,0.9359841149192836
0.1,0.47387891978527613,0.726109584405096
0.1,0.4763722862874108,0.6493289835146321
0.1,0.4731012986823955,0.2268854358578443
0.1,0.0,0.0
0.1,0.47332488311571785,0.5893767933207188
0.1,0.0,0.0
0.1,0.0,0.0
0.1,0.0,0.0
0.1,0.4737423388359242,0.5840026892763717
0.1,0.4733263177615511,0.5548832783422635
0.1,0.4740061533578431,0.804613781953086
0.1,0.47530819668460883,0.9481869961816094
0.1,0.47466044649335193,0.9479347645579034
0.1,0.47462725957070856,0.6978441303917685
0.1,0.47820856096788017,0.5085209319381465
0.1,0.4735377562776264,0.1480774469221658
0.1,0.47606005592947254,0.9485733004013085
0.1,0.4736190336328518,0.7768877103937356
0.1,0.4737815632956263,0.5841342329369007
0.1,0.47231512700457684,0.10457493772996436
0.1,0.48578345162089737,0.10344175380160693
0.1,0.47744295920413243,0.9479742588975757
0.1,0.47365672679229043,0.9490549230416437
0.1,0.42669044515280335,0.9033655000342979
0.1,0.39317427703525587,0.1723405982211514
0.1,0.4382304536567015,0.8992118333456594
0.1,0.4411733665413376,0.9326194243611253
0.1,0.41922921101109883,0.722941212022476
0.1,0.44374165336724086,0.6456644661833787
0.1,0.39964085717116915,0.22604973303514989
0.1,0.0,0.0
0.1,0.3964323576077236,0.5869152818883574
0.1,0.0,0.0
0.1,0.0,0.0
0.1,0.0,0.0
0.1,0.4108051441738827,0.5813745902844789
0.1,0.40986089333545217,0.5527212595898555
0.1,0.4377270837556786,0.8015119078698839
0.1,0.44464311863917977,0.9432850979505388
0.1,0.44444680870821296,0.9434967721858598
0.1,0.4262275942511957,0.6942925217533986
0.1,0.44273881845155816,0.5049147786832164
0.1,0.4215012376777648,0.1473987801855778
0.1,0.444273534099464,0.9444001032418982
0.1,0.42201709741894033,0.7738915932131605
0.1,0.41924799619980124,0.5818547307876122
0.1,0.11827913487960269,0.10212314044192349
0.1,0.0,0.002328459378554093
0.1,0.4471915404371387,0.9429445717522825
0.1,0.42000569428117035,0.9456024887154405
0.1,0.0,0.050177747456093165
0.1,0.4126401645439811,0.1727927099680611
0.1,0.4394595390848327,0.8993747231645209
0.1,0.44064489583722843,0.9332922308132992
0.1,0.43689060567475435,0.7245153960195669
0.1,0.45333886090239656,0.6472086220763413
0.1,0.4175678095014623,0.22635309491013228
0.1,0.0,0.0
0.1,0.4211154012330247,0.5881120891701859
0.1,0.0,0.0
0.1,0.0,0.0
0.1,0.0,0.0
0.1,0.42578460051767575,0.5826431941412781
0.1,0.0,0.026579788269791512
0.1,0.44448236693210114,0.8032009599755159
0.1,0.4494221884355921,0.9446838377342581
0.1,0.0,0.04862472911695873
0.1,0.0,0.029664754769422017
0.1,0.4541383245827828,0.5063526946197716
0.1,0.4233084969083781,0.1475535145231465
0.1,0.45290948261347225,0.946824925307838
0.1,0.0,0.042772343507318004
0.1,0.4237018051550656,0.5825214775671148
0.1,0.0,0.002287539255012321
0.1,0.0,0.002328459378554093
0.1,0.4546040845555891,0.9449184921053602
0.1,0.4268451074093626,0.9467870803711481
