V_cell,min_gentime,transporter_density,V_max,s_sat,K
3.726411e6,3.0600306831960498,0.0006878768076788061,1.2522387689271228e-5,0.01,18.912093257499166
3.726411e6,3.0600306831960498,0.0006878768076788061,1.2522387689271228e-5,0.02,18.39747162653125
3.726411e6,3.0600306831960498,0.0006878768076788061,1.2522387689271228e-5,0.03,16.519864813782416
3.726411e6,3.0600306831960498,0.0006878768076788061,1.2522387689271228e-5,0.04,13.030349123067188
3.726411e6,3.0600306831960498,0.0006878768076788061,1.2522387689271228e-5,0.05,9.069295094751517
3.726411e6,3.0600306831960498,0.0006878768076788061,1.2522387689271228e-5,0.06,5.873458018776947
3.726411e6,3.0600306831960498,0.0006878768076788061,1.2522387689271228e-5,0.07,3.734690062428891
3.726411e6,3.0600306831960498,0.0006878768076788061,1.2522387689271228e-5,0.08,2.405974174654113
3.726411e6,3.0600306831960498,0.0006878768076788061,1.2522387689271228e-5,0.09,1.5909729085062068
3.726411e6,3.0600306831960498,0.0006878768076788061,1.2522387689271228e-5,0.1,1.0834667068184853
3.726411e6,3.0600306831960498,0.0006878768076788061,1.2522387689271228e-5,0.11,0.7592352862862053
3.726411e6,3.0600306831960498,0.0006878768076788061,1.2522387689271228e-5,0.12,0.546153970899739
3.726411e6,3.0600306831960498,0.0006878768076788061,1.2522387689271228e-5,0.13,0.4022044596433208
3.726411e6,3.0600306831960498,0.0006878768076788061,1.2522387689271228e-5,0.14,0.3024350711382729
3.726411e6,3.0600306831960498,0.0006878768076788061,1.2522387689271228e-5,0.15,0.23165701621443868
3.726411e6,3.0600306831960498,0.0006878768076788061,1.2522387689271228e-5,0.16,0.1803806319436293
3.726411e6,3.0600306831960498,0.0006878768076788061,1.2522387689271228e-5,0.17,0.1425247410299788
3.726411e6,3.0600306831960498,0.0006878768076788061,1.2522387689271228e-5,0.18,0.11409825246258458
3.726411e6,3.0600306831960498,0.0006878768076788061,1.2522387689271228e-5,0.19,0.09242321743317783
3.726411e6,3.0600306831960498,0.0006878768076788061,1.2522387689271228e-5,0.2,0.0756658534867502
3.726411e6,3.0600306831960498,0.0006878768076788061,1.2522387689271228e-5,0.21,0.06254679876759565
3.726411e6,3.0600306831960498,0.0006878768076788061,1.2522387689271228e-5,0.22,0.05215810588779666
3.726411e6,3.0600306831960498,0.0006878768076788061,1.2522387689271228e-5,0.23,0.04384523899834874
3.726411e6,3.0600306831960498,0.0006878768076788061,1.2522387689271228e-5,0.24,0.037129505820528264
3.726411e6,3.0600306831960498,0.0006878768076788061,1.2522387689271228e-5,0.25,0.03164346186495298
3.726411e6,3.0600306831960498,0.0006878768076788061,1.2522387689271228e-5,0.26,0.027009117488399632
3.726411e6,3.0600306831960498,0.0006878768076788061,1.2522387689271228e-5,0.27,0.023154653811763022
3.726411e6,3.0600306831960498,0.0006878768076788061,1.2522387689271228e-5,0.28,0.019923185234466435
3.726411e6,3.0600306831960498,0.0006878768076788061,1.2522387689271228e-5,0.29,0.01719349664979929
3.726411e6,3.0600306831960498,0.0006878768076788061,1.2522387689271228e-5,0.3,0.014871214020151784
3.726411e6,3.0600306831960498,0.0006878768076788061,1.2522387689271228e-5,0.31,0.012882386379945395
3.726411e6,3.0600306831960498,0.0006878768076788061,1.2522387689271228e-5,0.32,0.011168764853079027
3.726411e6,3.0600306831960498,0.0006878768076788061,1.2522387689271228e-5,0.33,0.009684285325075792
3.726411e6,3.0600306831960498,0.0006878768076788061,1.2522387689271228e-5,0.34,0.008392409464431722
3.726411e6,3.0600306831960498,0.0006878768076788061,1.2522387689271228e-5,0.35,0.007264080134089913
3.726411e6,3.0600306831960498,0.0006878768076788061,1.2522387689271228e-5,0.36,0.006276118651363902
3.726411e6,3.0600306831960498,0.0006878768076788061,1.2522387689271228e-5,0.37,0.0054099434589986424
3.726411e6,3.0600306831960498,0.0006878768076788061,1.2522387689271228e-5,0.38,0.004650528941798461
3.726411e6,3.0600306831960498,0.0006878768076788061,1.2522387689271228e-5,0.39,0.0039855527334382084
3.726411e6,3.0600306831960498,0.0006878768076788061,1.2522387689271228e-5,0.4,0.0034047012744132586
3.726411e6,3.0600306831960498,0.0006878768076788061,1.2522387689271228e-5,0.41,0.0028991169957941184
3.726411e6,3.0600306831960498,0.0006878768076788061,1.2522387689271228e-5,0.42,0.002460976745107203
3.726411e6,3.0600306831960498,0.0006878768076788061,1.2522387689271228e-5,0.43,0.0020831911613722453
3.726411e6,3.0600306831960498,0.0006878768076788061,1.2522387689271228e-5,0.44,0.0017592108576362797
3.726411e6,3.0600306831960498,0.0006878768076788061,1.2522387689271228e-5,0.45,0.0014829202544472595
3.726411e6,3.0600306831960498,0.0006878768076788061,1.2522387689271228e-5,0.46,0.0012485962511985921
3.726411e6,3.0600306831960498,0.0006878768076788061,1.2522387689271228e-5,0.47,0.0010509081578190767
3.726411e6,3.0600306831960498,0.0006878768076788061,1.2522387689271228e-5,0.48,0.000884937679691463
3.726411e6,3.0600306831960498,0.0006878768076788061,1.2522387689271228e-5,0.49,0.0007462024341230584
3.726411e6,3.0600306831960498,0.0006878768076788061,1.2522387689271228e-5,0.5,0.0006306721493611893
3.726411e6,3.0600306831960498,0.0006878768076788061,1.2522387689271228e-5,0.51,0.0005347720915703905
3.726411e6,3.0600306831960498,0.0006878768076788061,1.2522387689271228e-5,0.52,0.0004553725381617487
3.726411e6,3.0600306831960498,0.0006878768076788061,1.2522387689271228e-5,0.53,0.0003897659382410373
3.726411e6,3.0600306831960498,0.0006878768076788061,1.2522387689271228e-5,0.54,0.00033563485465386327
3.726411e6,3.0600306831960498,0.0006878768076788061,1.2522387689271228e-5,0.55,0.0002910141796174261
3.726411e6,3.0600306831960498,0.0006878768076788061,1.2522387689271228e-5,0.56,0.000254250834466992
3.726411e6,3.0600306831960498,0.0006878768076788061,1.2522387689271228e-5,0.57,0.0002239635377208891
3.726411e6,3.0600306831960498,0.0006878768076788061,1.2522387689271228e-5,0.58,0.00019900449817705307
3.726411e6,3.0600306831960498,0.0006878768076788061,1.2522387689271228e-5,0.59,0.0001784242102139897
3.726411e6,3.0600306831960498,0.0006878768076788061,1.2522387689271228e-5,0.6,0.00016143996949949477
3.726411e6,3.0600306831960498,0.0006878768076788061,1.2522387689271228e-5,0.61,0.0001474083095427415
3.726411e6,3.0600306831960498,0.0006878768076788061,1.2522387689271228e-5,0.62,0.00013580127365761795
3.726411e6,3.0600306831960498,0.0006878768076788061,1.2522387689271228e-5,0.63,0.00012618625992365153
3.726411e6,3.0600306831960498,0.0006878768076788061,1.2522387689271228e-5,0.64,0.00011820908215179072
3.726411e6,3.0600306831960498,0.0006878768076788061,1.2522387689271228e-5,0.65,0.0001115798532527945
3.726411e6,3.0600306831960498,0.0006878768076788061,1.2522387689271228e-5,0.66,0.00010606129872443459
3.726411e6,3.0600306831960498,0.0006878768076788061,1.2522387689271228e-5,0.67,0.00010145913203992013
3.726411e6,3.0600306831960498,0.0006878768076788061,1.2522387689271228e-5,0.68,9.761415974392282e-5
3.726411e6,3.0600306831960498,0.0006878768076788061,1.2522387689271228e-5,0.69,9.439582481139658e-5
3.726411e6,3.0600306831960498,0.0006878768076788061,1.2522387689271228e-5,0.7,9.169693774564448e-5
3.726411e6,3.0600306831960498,0.0006878768076788061,1.2522387689271228e-5,0.71,8.942938334295597e-5
3.726411e6,3.0600306831960498,0.0006878768076788061,1.2522387689271228e-5,0.72,8.752062568338493e-5
3.726411e6,3.0600306831960498,0.0006878768076788061,1.2522387689271228e-5,0.73,8.591086420760386e-5
3.726411e6,3.0600306831960498,0.0006878768076788061,1.2522387689271228e-5,0.74,8.455071970316316e-5
3.726411e6,3.0600306831960498,0.0006878768076788061,1.2522387689271228e-5,0.75,8.339935093035684e-5
3.726411e6,3.0600306831960498,0.0006878768076788061,1.2522387689271228e-5,0.76,8.242292088869672e-5
3.726411e6,3.0600306831960498,0.0006878768076788061,1.2522387689271228e-5,0.77,8.159334682923077e-5
3.726411e6,3.0600306831960498,0.0006878768076788061,1.2522387689271228e-5,0.78,8.088728052047626e-5
3.726411e6,3.0600306831960498,0.0006878768076788061,1.2522387689271228e-5,0.79,8.028527540763103e-5
3.726411e6,3.0600306831960498,0.0006878768076788061,1.2522387689271228e-5,0.8,7.977110554964645e-5
3.726411e6,3.0600306831960498,0.0006878768076788061,1.2522387689271228e-5,0.81,7.933120790885962e-5
3.726411e6,3.0600306831960498,0.0006878768076788061,1.2522387689271228e-5,0.82,7.89542249851693e-5
3.726411e6,3.0600306831960498,0.0006878768076788061,1.2522387689271228e-5,0.83,7.863062916716975e-5
3.726411e6,3.0600306831960498,0.0006878768076788061,1.2522387689271228e-5,0.84,7.835241371157255e-5
3.726411e6,3.0600306831960498,0.0006878768076788061,1.2522387689271228e-5,0.85,7.81128381200678e-5
3.726411e6,3.0600306831960498,0.0006878768076788061,1.2522387689271228e-5,0.86,7.790621799041929e-5
3.726411e6,3.0600306831960498,0.0006878768076788061,1.2522387689271228e-5,0.87,7.772775128240651e-5
3.726411e6,3.0600306831960498,0.0006878768076788061,1.2522387689271228e-5,0.88,7.757337444530451e-5
3.726411e6,3.0600306831960498,0.0006878768076788061,1.2522387689271228e-5,0.89,7.743964307144091e-5
3.726411e6,3.0600306831960498,0.0006878768076788061,1.2522387689271228e-5,0.9,7.732363272600052e-5
3.726411e6,3.0600306831960498,0.0006878768076788061,1.2522387689271228e-5,0.91,7.722285640174817e-5
3.726411e6,3.0600306831960498,0.0006878768076788061,1.2522387689271228e-5,0.92,7.713519569497003e-5
3.726411e6,3.0600306831960498,0.0006878768076788061,1.2522387689271228e-5,0.93,7.705884332484594e-5
3.726411e6,3.0600306831960498,0.0006878768076788061,1.2522387689271228e-5,0.94,7.699225504609518e-5
3.726411e6,3.0600306831960498,0.0006878768076788061,1.2522387689271228e-5,0.95,7.693410935293375e-5
3.726411e6,3.0600306831960498,0.0006878768076788061,1.2522387689271228e-5,0.96,7.688327365630283e-5
3.726411e6,3.0600306831960498,0.0006878768076788061,1.2522387689271228e-5,0.97,7.683877584818232e-5
3.726411e6,3.0600306831960498,0.0006878768076788061,1.2522387689271228e-5,0.98,7.679978035642482e-5
3.726411e6,3.0600306831960498,0.0006878768076788061,1.2522387689271228e-5,0.99,7.676556794886497e-5
3.726411e6,3.0600306831960498,0.0006878768076788061,1.2522387689271228e-5,1.0,7.673551867287783e-5
